#,Name,Primary Type,Secondary Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Variant,Generation,Evolution Stage,Category,Pre-evolution,Egg Group 1,Egg Group 2,Height (m),Weight (kg),Gender,Catch Rate,Catch Rate (%),Hatch Time,Egg Obtainable,Smash/Pass
987,Flutter Mane,Ghost,Fairy,570,55,55,55,135,135,135,,9,1,Paradox,,No Eggs Discovered,,1.4,4.0,Neither,30,8.8%,50 cycles,Yes,N/A
988,Slither Wing,Bug,Fighting,570,85,135,79,85,105,81,,9,1,Paradox,,No Eggs Discovered,,3.2,92.0,Neither,30,8.8%,50 cycles,Yes,N/A
989,Sandy Shocks,Electric,Ground,570,85,81,97,121,85,101,,9,1,Paradox,,No Eggs Discovered,,2.3,60.0,Neither,30,8.8%,50 cycles,Yes,N/A
990,Iron Treads,Ground,Steel,570,90,112,120,72,70,106,,9,1,Paradox,,No Eggs Discovered,,0.9,240.0,Neither,30,8.8%,50 cycles,Yes,N/A
991,Iron Bundle,Ice,Water,570,56,80,114,124,60,136,,9,1,Paradox,,No Eggs Discovered,,0.6,11.0,Neither,50,12.9%,50 cycles,Yes,N/A
992,Iron Hands,Fighting,Electric,570,154,140,108,50,68,50,,9,1,Paradox,,No Eggs Discovered,,1.8,380.7,Neither,50,12.9%,50 cycles,No,N/A
993,Iron Jugulis,Dark,Flying,570,94,80,86,122,80,108,,9,1,Paradox,,No Eggs Discovered,,1.3,111.0,Neither,30,8.8%,50 cycles,Yes,N/A
994,Iron Moth,Fire,Poison,570,80,70,60,140,110,110,,9,1,Paradox,,No Eggs Discovered,,1.2,36.0,Neither,30,8.8%,50 cycles,Yes,N/A
995,Iron Thorns,Rock,Electric,570,100,134,110,70,84,72,,9,1,Paradox,,No Eggs Discovered,,1.6,303.0,Neither,30,8.8%,50 cycles,Yes,N/A
996,Frigibax,Dragon,Ice,320,65,75,45,35,45,55,,9,1,Ice Fin,,Dragon,Mineral,0.5,17.0,Both,45,11.9%,40 cycles,Yes,N/A
997,Arctibax,Dragon,Ice,423,90,95,66,45,65,62,,9,2,Ice Fin,Frigibax,Dragon,Mineral,0.8,30.0,Both,25,7.7%,40 cycles,Yes,N/A
998,Baxcalibur,Dragon,Ice,600,115,145,92,75,86,87,Mega Baxcalibur,9,3,Ice Dragon,Arctibax,Dragon,Mineral,2.1,210.0,Both,10,3.9%,40 cycles,Yes,N/A
999,Gimmighoul,Ghost,,300,45,30,70,75,70,10,Chest Form; Roaming Form,9,1,Coin Chest,,No Eggs Discovered,,0.3,5.0,Neither,45,11.9%,50 cycles,No,N/A
1000,Gholdengo,Steel,Ghost,550,87,60,95,133,91,84,,9,2,Coin Entity,Gimmighoul,No Eggs Discovered,,1.2,30.0,Neither,45,11.9%,50 cycles,No,N/A
1001,Wo-Chien,Dark,Grass,570,85,85,100,95,135,70,,9,1,Ruinous,,No Eggs Discovered,,1.5,74.2,Neither,6,2.6%,50 cycles,No,N/A
1002,Chien-Pao,Dark,Ice,570,80,120,80,90,65,135,,9,1,Ruinous,,No Eggs Discovered,,1.9,152.2,Neither,6,2.6%,50 cycles,No,N/A
1003,Ting-Lu,Dark,Ground,570,155,110,125,55,80,45,,9,1,Ruinous,,No Eggs Discovered,,2.7,699.7,Neither,6,2.6%,50 cycles,No,N/A
1004,Chi-Yu,Dark,Fire,570,55,80,80,135,120,100,,9,1,Ruinous,,No Eggs Discovered,,0.4,4.9,Neither,6,2.6%,50 cycles,No,N/A
1005,Roaring Moon,Dragon,Dark,590,105,139,71,55,101,119,,9,1,Paradox,,No Eggs Discovered,,2.0,380.0,Neither,10,3.9%,50 cycles,No,N/A
1006,Iron Valiant,Fairy,Fighting,590,74,130,90,120,60,116,,9,1,Paradox,,No Eggs Discovered,,1.4,35.0,Neither,10,3.9%,50 cycles,No,N/A
1007,Koraidon,Fighting,Dragon,670,100,135,115,85,100,135,Apex Build; Limited Build; Sprinting Build; Swimming Build; Gliding Build,9,1,Paradox,,No Eggs Discovered,,2.5,303.0,Neither,3,1.6%,50 cycles,No,N/A
1008,Miraidon,Electric,Dragon,670,100,85,100,135,115,135,Ultimate Mode; Low-Power Mode; Drive Mode; Aquatic Mode; Glide Mode,9,1,Paradox,,No Eggs Discovered,,3.5,240.0,Neither,3,1.6%,50 cycles,No,N/A
1009,Walking Wake,Water,Dragon,590,99,83,91,125,83,109,,9,1,Paradox,,No Eggs Discovered,,3.5,280.0,Neither,5,2.3%,50 cycles,No,N/A
1010,Iron Leaves,Grass,Psychic,590,90,130,88,70,108,104,,9,1,Paradox,,No Eggs Discovered,,1.5,125.0,Neither,5,2.3%,50 cycles,No,N/A
1011,Dipplin,Grass,Dragon,485,80,80,110,95,80,40,,9,2,Candy Apple,Applin,Grass,Dragon,0.4,4.4,Both,45,11.9%,20 cycles,Yes,N/A
1012,Poltchageist,Grass,Ghost,308,40,45,45,74,54,50,Counterfeit Form; Artisan Form,9,1,Matcha,,Mineral,Amorphous,0.1,1.1,Neither,120,24.9%,20 cycles,Yes,N/A
1013,Sinistcha,Grass,Ghost,508,71,60,106,121,80,70,Unremarkable Form; Masterpiece Form,9,2,Matcha,Poltchageist,Mineral,Amorphous,0.2,2.2,Neither,60,14.8%,20 cycles,Yes,N/A
1014,Okidogi,Poison,Fighting,555,88,128,115,58,86,80,,9,1,Retainer,,No Eggs Discovered,,1.8,92.2,Male,3,1.6%,120 cycles,No,N/A
1015,Munkidori,Poison,Psychic,555,88,75,66,130,90,106,,9,1,Retainer,,No Eggs Discovered,,1.0,12.2,Male,3,1.6%,120 cycles,No,N/A
1016,Fezandipiti,Poison,Fairy,555,88,91,82,70,125,99,,9,1,Retainer,,No Eggs Discovered,,1.4,30.1,Male,3,1.6%,120 cycles,No,N/A
1017,Ogerpon,Grass,Water,550,80,120,84,60,96,110,Teal Mask; Wellspring Mask; Hearthflame Mask; Cornerstone Mask,9,1,Mask,,No Eggs Discovered,,1.2,39.8,Female,5,2.3%,10 cycles,No,N/A
1018,Archaludon,Steel,Dragon,600,90,105,130,125,65,85,,9,2,Alloy,Duraludon,Mineral,Dragon,2.0,60.0,Both,10,3.9%,30 cycles,Yes,N/A
1019,Hydrapple,Grass,Dragon,540,106,80,110,120,80,44,,9,3,Apple Hydra,Dipplin,Grass,Dragon,1.8,93.0,Both,10,3.9%,20 cycles,Yes,N/A
1020,Gouging Fire,Fire,Dragon,590,105,115,121,65,93,91,,9,1,Paradox,,No Eggs Discovered,,3.5,590.0,Neither,10,3.9%,50 cycles,No,N/A
1021,Raging Bolt,Electric,Dragon,590,125,73,91,137,89,75,,9,1,Paradox,,No Eggs Discovered,,5.2,480.0,Neither,10,3.9%,50 cycles,No,N/A
1022,Iron Boulder,Rock,Psychic,590,90,120,80,68,108,124,,9,1,Paradox,,No Eggs Discovered,,1.5,162.5,Neither,10,3.9%,50 cycles,No,N/A
1023,Iron Crown,Steel,Psychic,590,90,72,100,122,108,98,,9,1,Paradox,,No Eggs Discovered,,1.6,156.0,Neither,10,3.9%,50 cycles,No,N/A
1024,Terapagos,Normal,,450,90,65,85,65,85,60,Normal Form; Terastal Form; Stellar Form,9,1,Tera,,No Eggs Discovered,,0.2,6.5,Both,255,43.9%,5 cycles,No,N/A
1025,Pecharunt,Poison,Ghost,600,88,88,160,88,88,88,,9,1,Subjugation,,No Eggs Discovered,,0.3,0.3,Neither,3,1.6%,20 cycles,No,N/A
